Call Number,Call # Formatted,Title,Title,Library,Author,Barcode,COPY,N/A,LOCATION,Loan,Edition,Year,Last Check-Out,Check-  Outs,Decision,Call Number 2,Field18,Title,Library 2,Barcode 2,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Date Created,Last Check-Out,Check-Outs
HV8699.U5 D4 1986,HV8699.U5D41986,"The Death penalty : opposing viewpoints / Bonnie Szumski, Lynn Hall & Susan Bursell, book editors",The Death penalty : opposing viewpoints / Bon…,GRANDDEPOS,"Szumski, Bonnie, 1958-",31275021326492,1,469221,BOOKSTACKS,4WK/SEMSTR,-,1986,3/8/2006,55,,HV8699.U5 D4 1986,HV8699.U5D41986,"The Death penalty : opposing viewpoints / Bonnie Szumski, Lynn Hall & Susan Bursell, book editors",LEAVEY,31275019167114,,1,469221,BOOKSTACKS,4WK/SEMSTR,-,1986,9/24/1996,11/30/2006,91
PN2080 .A286 1988,PN2080.A2861988,The Actor's book of scenes from new plays / edited by Eric Lane and Nina Shengold,The Actor's book of scenes from new plays / e…,GRANDDEPOS,"Lane, Eric",31275039345104,2,658446,BOOKSTACKS,4WK/SEMSTR,-,1988,9/1/2006,0,,PN2080 .A286 1988,PN2080.A2861988,The Actor's book of scenes from new plays / edited by Eric Lane and Nina Shengold,LEAVEY,31275019880435,,2,658446,BOOKSTACKS,4WK/SEMSTR,-,1988,9/25/1996,11/3/2013,91
HM131 .A89 1984,HM131.A891984,The evolution of cooperation / Robert Axelrod,The evolution of cooperation / Robert Axelrod…,GRANDDEPOS,"Axelrod, Robert M",31275015967814,2,613680,BOOKSTACKS,4WK/SEMSTR,-,1984,1/29/2009,103,,HM131 .A89 1984,HM131.A891984,The evolution of cooperation / Robert Axelrod,LEAVEY,31275017120677,,2,613680,BOOKSTACKS,4WK/SEMSTR,-,1984,9/25/1996,5/5/2011,91
PS3569.H394 A6 1984b,PS3569.H394A61984b,Seven plays / Sam Shepard ; introduction by Richard Gilman,Seven plays / Sam Shepard ; introduction by R…,GRANDDEPOS,"Shepard, Sam, 1943-",31275046226784,1,611583,BOOKSTACKS,4WK/SEMSTR,Bantam trade ed.,1984,2/22/2013,0,,PS3569.H394 A6 1984b,PS3569.H394A61984b,Seven plays / Sam Shepard ; introduction by Richard Gilman,LEAVEY,31275017601239,,1,611583,BOOKSTACKS,4WK/SEMSTR,Bantam trade ed.,1984,9/25/1996,12/17/2012,90
N7430.5 .W39,N7430.5.W39,Ways of seeing; a book made by John Berger [and others],Ways of seeing; a book made by John Berger [a…,PHILOSOPHY,"Berger, John",31275006764634,1,613187,BOOKSTACKS,4WK/SEMSTR,-,1972,11/22/2013,82,,N7430.5 .W39,N7430.5.W39,Ways of seeing; a book made by John Berger [and others],LEAVEY,31275015942320,,2,613187,BOOKSTACKS,4WK/SEMSTR,-,1972,9/25/1996,9/2/2014,90
N7430.5 .W39,N7430.5.W39,Ways of seeing; a book made by John Berger [and others],Ways of seeing; a book made by John Berger [a…,PHILOSOPHY,"Berger, John",31275006764634,1,613187,BOOKSTACKS,4WK/SEMSTR,-,1972,11/22/2013,82,,N7430.5 .W39,N7430.5.W39,Ways of seeing; a book made by John Berger [and others],LEAVEY,31275015942320,,1,613187,BOOKSTACKS,4WK/SEMSTR,-,1972,9/25/1996,9/2/2014,90
E183.8.C5 M319 1999,E183.8.C5M3191999,"About face : a history of America's curious relationship with China, from Nixon to Clinton / James Mann",About face : a history of America's curious r…,DOHENY,"Mann, Jim, 1946-",31275029828085,1,1385316,BOOKSTACKS,4WK/SEMSTR,1st ed.,1999,1/12/2010,57,,E183.8.C5 M319 1999,E183.8.C5M3191999,"About face : a history of America's curious relationship with China, from Nixon to Clinton / James Mann",LEAVEY,31275029825859,,1,1385316,BOOKSTACKS,4WK/SEMSTR,1st ed.,1999,1/20/1999,5/8/2014,89
E179.5 .H69,E179.5.H69,Race and manifest destiny : the origins of American racial anglo-saxonism / Reginald Horsman,Race and manifest destiny : the origins of Am…,DOHENY,"Horsman, Reginald",31275045905966,1,648468,BOOKSTACKS,4WK/SEMSTR,-,1981,12/15/2013,10,,E179.5 .H69,E179.5.H69,Race and manifest destiny : the origins of American racial anglo-saxonism / Reginald Horsman,LEAVEY,31275001659987,,1,648468,BOOKSTACKS,4WK/SEMSTR,-,1981,9/25/1996,11/14/2013,89
DS468 .C47 1993,DS468.C471993,The nation and its fragments : colonial and postcolonial histories / Partha Chatterjee,The nation and its fragments : colonial and p…,DOHENY,"Chatterjee, Partha, 1947-",31275025732935,1,671063,BOOKSTACKS,4WK/SEMSTR,-,1993,5/2/2014,99,,DS468 .C47 1993,DS468.C471993,The nation and its fragments : colonial and postcolonial histories / Partha Chatterjee,LEAVEY,31275026621632,,1,671063,BOOKSTACKS,4WK/SEMSTR,-,1993,9/25/1996,9/3/2014,89
PQ2637.A82N313 1969,PQ2637.A82N3131969,Nausea / Translated from the French by Lloyd Alexander. Introduction by Hayden Carruth,Nausea / Translated from the French by Lloyd …,GRANDDEPOS,"Sartre, Jean-Paul, 1905-1980",31275053017811,3,643264,BOOKSTACKS,4WK/SEMSTR,[Reset edition],1969,,0,,PQ2637.A82N313 1969,PQ2637.A82N3131969,Nausea / Translated from the French by Lloyd Alexander. Introduction by Hayden Carruth,LEAVEY,31275003539377,,3,643264,BOOKSTACKS,4WK/SEMSTR,[Reset edition],1969,9/25/1996,11/10/2013,89
HM131 .H566,HM131.H566,"Exit, voice, and loyalty; responses to decline in firms, organizations, and states [by] Albert O. Hirschman","Exit, voice, and loyalty; responses to declin…",GRANDDEPOS,"Hirschman, Albert O",31275003761757,1,616955,BOOKSTACKS,4WK/SEMSTR,-,1970,8/20/2009,60,,HM131 .H566,HM131.H566,"Exit, voice, and loyalty; responses to decline in firms, organizations, and states [by] Albert O. Hirschman",LEAVEY,31275018329657,,1,616955,BOOKSTACKS,4WK/SEMSTR,-,1970,9/25/1996,6/27/2013,88
E743 .N378 1986,E743.N3781986,"Thinking in time : the uses of history for decision-makers / Richard E. Neustadt, Ernest R. May",Thinking in time : the uses of history for de…,GRANDDEPOS,"Neustadt, Richard E",31275018254491,1,16,BOOKSTACKS,4WK/SEMSTR,-,1986,11/15/2012,54,,E743 .N378 1986,E743.N3781986,"Thinking in time : the uses of history for decision-makers / Richard E. Neustadt, Ernest R. May",LEAVEY,31275018386335,,1,16,BOOKSTACKS,4WK/SEMSTR,-,1986,9/23/1996,1/14/2014,88
HM131 .H566,HM131.H566,"Exit, voice, and loyalty; responses to decline in firms, organizations, and states [by] Albert O. Hirschman","Exit, voice, and loyalty; responses to declin…",VKC,"Hirschman, Albert O",31275025511396,1,616955,BOOKSTACKS,4WK/SEMSTR,-,1970,8/22/2013,51,,HM131 .H566,HM131.H566,"Exit, voice, and loyalty; responses to decline in firms, organizations, and states [by] Albert O. Hirschman",LEAVEY,31275018329657,,1,616955,BOOKSTACKS,4WK/SEMSTR,-,1970,9/25/1996,6/27/2013,88
HQ615 .S75,HQ615.S75,"The family, sex and marriage in England, 1500-1800 / Lawrence Stone","The family, sex and marriage in England, 1500…",DOHENY,"Stone, Lawrence",31275003515898,2,639373,BOOKSTACKS,4WK/SEMSTR,-,1977,2/12/2014,73,,HQ615 .S75,HQ615.S75,"The family, sex and marriage in England, 1500-1800 / Lawrence Stone",LEAVEY,31275003265379,,2,639373,BOOKSTACKS,4WK/SEMSTR,-,1977,9/25/1996,4/11/2011,88
E743 .N378 1986,E743.N3781986,"Thinking in time : the uses of history for decision-makers / Richard E. Neustadt, Ernest R. May",Thinking in time : the uses of history for de…,VKC,"Neustadt, Richard E",31275029250355,2,16,BOOKSTACKS,4WK/SEMSTR,-,1986,3/24/2014,43,,E743 .N378 1986,E743.N3781986,"Thinking in time : the uses of history for decision-makers / Richard E. Neustadt, Ernest R. May",LEAVEY,31275018386335,,2,16,BOOKSTACKS,4WK/SEMSTR,-,1986,9/23/1996,1/14/2014,88
D804.3 .H649 1989,D804.3.H6491989,Holocaust : religious and philosophical implications / edited by John K. Roth and Michael Berenbaum,Holocaust : religious and philosophical impli…,GRANDDEPOS,"Roth, John K",31275050973610,1,660493,BOOKSTACKS,4WK/SEMSTR,1st ed.,1989,,0,,D804.3 .H649 1989,D804.3.H6491989,Holocaust : religious and philosophical implications / edited by John K. Roth and Michael Berenbaum,LEAVEY,31275026353442,,1,660493,BOOKSTACKS,4WK/SEMSTR,1st ed.,1989,9/25/1996,4/1/2014,88
E169.12 .H29 1985,E169.12.H291985,Habits of the heart : individualism and commitment in American life / Robert N. Bellah ... [et al.],Habits of the heart : individualism and commi…,VKC,"Bellah, Robert Neelly, 1927-2013",31275016883085,2,612394,BOOKSTACKS,4WK/SEMSTR,-,1985,11/25/1985,4,,E169.12 .H29 1985,E169.12.H291985,Habits of the heart : individualism and commitment in American life / Robert N. Bellah ... [et al.],LEAVEY,31275017218257,,2,612394,BOOKSTACKS,4WK/SEMSTR,-,1985,9/25/1996,12/2/2008,87
B3279.H48 S43 1962b,B3279.H48S431962b,Being and time. Translated by John Macquarrie & Edward Robinson,Being and time. Translated by John Macquarrie…,PHILOSOPHY,"Heidegger, Martin, 1889-1976",31275001909291,1,624020,BOOKSTACKS,4WK/SEMSTR,-,1962,8/15/1995,36,,B3279.H48 S43 1962b,B3279.H48S431962b,Being and time. Translated by John Macquarrie & Edward Robinson,LEAVEY,31275000828294,,1,624020,BOOKSTACKS,4WK/SEMSTR,-,1962,9/25/1996,12/7/2012,87
E872 .V36 1983,E872.V361983,Hard choices : critical years in America's foreign policy / Cyrus Vance,Hard choices : critical years in America's fo…,GRANDDEPOS,"Vance, Cyrus R. (Cyrus Roberts), 1917-2002",31275002735935,1,462764,BOOKSTACKS,4WK/SEMSTR,-,1983,6/27/2008,66,,E872 .V36 1983,E872.V361983,Hard choices : critical years in America's foreign policy / Cyrus Vance,LEAVEY,31275015272603,,1,462764,BOOKSTACKS,4WK/SEMSTR,-,1983,9/24/1996,11/4/2014,87
HQ1090 .E36 1983 c.3,HQ1090.E361983,The hearts of men : American dreams and the flight from commitment / Barbara Ehrenreich,The hearts of men : American dreams and the f…,GRANDDEPOS,"Ehrenreich, Barbara",31275015969927,1,460655,BOOKSTACKS,4WK/SEMSTR,1st ed.,1983,10/12/2009,47,,HQ1090 .E36 1983 c.3,HQ1090.E361983,The hearts of men : American dreams and the flight from commitment / Barbara Ehrenreich,LEAVEY,31275015328546,,1,460655,BOOKSTACKS,4WK/SEMSTR,1st ed.,1983,9/24/1996,4/21/2013,86
F869.L8 F62,F869.L8F62,"The Los Angeles riots, compiled by Robert M. Fogelson","The Los Angeles riots, compiled by Robert M. …",DOHENY,"Fogelson, Robert M. comp",31275018646563,1,616751,BOOKSTACKS,4WK/SEMSTR,-,1969,9/19/2012,61,,F869.L8 F62,F869.L8F62,"The Los Angeles riots, compiled by Robert M. Fogelson",LEAVEY,31275026275439,,1,616751,BOOKSTACKS,4WK/SEMSTR,-,1969,9/25/1996,9/29/2013,86
PN98.S46 K7413,PN98.S46K7413,"Desire in language : a semiotic approach to literature and art / by Julia Kristeva ; edited by Leon S. Roudiez ; translated by Thomas Gora, Alice Jardine, and Leon S. Roudiez",Desire in language : a semiotic approach to l…,GRANDDEPOS,"Kristeva, Julia, 1941-",31275001665430,1,645568,BOOKSTACKS,4WK/SEMSTR,-,1980,5/23/2013,37,,PN98.S46 K7413,PN98.S46K7413,"Desire in language : a semiotic approach to literature and art / by Julia Kristeva ; edited by Leon S. Roudiez ; translated by Thomas Gora, Alice Jardine, and Leon S. Roudiez",LEAVEY,31275002629633,,1,645568,BOOKSTACKS,4WK/SEMSTR,-,1980,9/25/1996,5/10/2013,86
PS3566.L27 B4 1971,PS3566.L27B41971,The bell jar. Biographical note by Lois Ames. Drawings by Sylvia Plath,The bell jar. Biographical note by Lois Ames.…,GRANDDEPOS,"Plath, Sylvia",31275004543527,2,617535,BOOKSTACKS,4WK/SEMSTR,[1st U.S. ed.],1971,9/17/2013,74,,PS3566.L27 B4 1971,PS3566.L27B41971,The bell jar. Biographical note by Lois Ames. Drawings by Sylvia Plath,LEAVEY,31275001218891,,2,617535,BOOKSTACKS,4WK/SEMSTR,[1st U.S. ed.],1971,9/25/1996,10/31/2014,86
BF378.A75 R57,BF378.A75R57,The open and closed mind; investigations into the nature of belief systems and personality systems. In collaboration with Richard Bonier [and others],The open and closed mind; investigations into…,DOHENY,"Rokeach, Milton",31275005736302,1,37922,BOOKSTACKS,4WK/SEMSTR,-,1960,12/1/2013,79,,BF378.A75 R57,BF378.A75R57,The open and closed mind; investigations into the nature of belief systems and personality systems. In collaboration with Richard Bonier [and others],LEAVEY,31275006015896,,1,37922,BOOKSTACKS,4WK/SEMSTR,-,1960,9/23/1996,4/21/2010,86
N6868.5.E9 L55 1991,N6868.5.E9L551991,German expressionism : primitivism and modernity / Jill Lloyd,German expressionism : primitivism and modern…,AFA,"Lloyd, Jill",31275023268957,1,985032,BOOKSTACKS,4WK/SEMSTR,-,1991,1/9/2015,69,,N6868.5.E9 L55 1991,N6868.5.E9L551991,German expressionism : primitivism and modernity / Jill Lloyd,LEAVEY,31275026429150,,1,985032,BOOKSTACKS,4WK/SEMSTR,-,1991,1/1/1997,1/5/2009,86
PR6005.H66 E4,PR6005.H66E4,Elephants can remember [by] Agatha Christie,Elephants can remember [by] Agatha Christie…,DOHENY,"Christie, Agatha, 1890-1976",31275000475401,1,626541,BOOKSTACKS,4WK/SEMSTR,-,1972,12/9/1984,5,,PR6005.H66 E4,PR6005.H66E4,Elephants can remember [by] Agatha Christie,LEAVEY,31275000566373,,1,626541,BOOKSTACKS,4WK/SEMSTR,-,1972,9/25/1996,11/5/2014,85
PN4855 .S3,PN4855.S3,Discovering the news : a social history of American newspapers / Michael Schudson,Discovering the news : a social history of Am…,GRANDDEPOS,"Schudson, Michael",31275000860321,1,641544,BOOKSTACKS,4WK/SEMSTR,-,1978,1/18/2005,12,,PN4855 .S3,PN4855.S3,Discovering the news : a social history of American newspapers / Michael Schudson,LEAVEY,31275004045747,,1,641544,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,12/1/2014,85
E183.8.V5 P4,E183.8.V5P4,The Pentagon papers as published by the New York times. The Pentagon history was obtained by Neil Sheehan. Written by Neil Sheehan [and others],The Pentagon papers as published by the New Y…,GRANDDEPOS,"Sheehan, Neil",31275035393397,2,618906,BOOKSTACKS,4WK/SEMSTR,-,1971,11/28/2006,10,,E183.8.V5 P4,E183.8.V5P4,The Pentagon papers as published by the New York times. The Pentagon history was obtained by Neil Sheehan. Written by Neil Sheehan [and others],LEAVEY,31275001201517,,2,618906,BOOKSTACKS,4WK/SEMSTR,-,1971,9/25/1996,2/11/2012,85
PA6003 .L3,PA6003.L3,"Latin literature / edited by E.J. Kenney ; advisory editor, W.V. Clausen",Latin literature / edited by E.J. Kenney ; ad…,DOHENY,"Kenney, E. J",31275002176775,1,643037,BOOKSTACKS,4WK/SEMSTR,-,1982,5/17/2011,89,,PA6003 .L3,PA6003.L3,"Latin literature / edited by E.J. Kenney ; advisory editor, W.V. Clausen",LEAVEY,31275006470851,,1,643037,BOOKSTACKS,4WK/SEMSTR,-,1982,9/25/1996,5/2/2014,85
PN4855 .S3,PN4855.S3,Discovering the news : a social history of American newspapers / Michael Schudson,Discovering the news : a social history of Am…,GRANDDEPOS,"Schudson, Michael",31275018368655,1,641544,BOOKSTACKS,4WK/SEMSTR,-,1978,11/14/2013,79,,PN4855 .S3,PN4855.S3,Discovering the news : a social history of American newspapers / Michael Schudson,LEAVEY,31275004045747,,1,641544,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,12/1/2014,85
E184.A1 O46 1994,E184.A1O461994,Racial formation in the United States : from the 1960s to the 1990s / Michael Omi & Howard Winant,Racial formation in the United States : from …,DOHENY,"Omi, Michael",31275043888636,2,1410876,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1994,9/1/2014,40,,E184.A1 O46 1994,E184.A1O461994,Racial formation in the United States : from the 1960s to the 1990s / Michael Omi & Howard Winant,LEAVEY,31275036004183,,2,1410876,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1994,3/5/2001,6/24/2014,85
E169.1 .B653 1987,E169.1.B6531987,The closing of the American mind / Allan Bloom,The closing of the American mind / Allan Bloo…,DOHENY,"Bloom, Allan David, 1930-1992",31275042499146,2,615445,BOOKSTACKS,4WK/SEMSTR,-,1987,11/12/2014,48,,E169.1 .B653 1987,E169.1.B6531987,The closing of the American mind / Allan Bloom,LEAVEY,31275019048223,,1,615445,BOOKSTACKS,4WK/SEMSTR,-,1987,9/25/1996,12/19/2012,85
HV4915 .F67 1986,HV4915.F671986,The case for animal experimentation : an evolutionary and ethical perspective / Michael Allen Fox,The case for animal experimentation : an evol…,GRANDDEPOS,"Fox, Michael Allen",31275018344334,1,610281,BOOKSTACKS,4WK/SEMSTR,-,1986,10/24/1994,33,,HV4915 .F67 1986,HV4915.F671986,The case for animal experimentation : an evolutionary and ethical perspective / Michael Allen Fox,LEAVEY,31275018058876,,1,610281,BOOKSTACKS,4WK/SEMSTR,-,1986,9/25/1996,1/31/2013,84
PR830.W6 V69 1983,PR830.W6V691983,"The Voyage in : fictions of female development / edited by Elizabeth Abel, Marianne Hirsch, and Elizabeth Langland",The Voyage in : fictions of female developmen…,DOHENY,"Abel, Elizabeth",31275006779541,1,652619,BOOKSTACKS,4WK/SEMSTR,-,1983,2/8/2001,60,,PR830.W6 V69 1983,PR830.W6V691983,"The Voyage in : fictions of female development / edited by Elizabeth Abel, Marianne Hirsch, and Elizabeth Langland",LEAVEY,31275005697017,,1,652619,BOOKSTACKS,4WK/SEMSTR,-,1983,9/25/1996,11/22/2010,84
E744 .G24,E744.G24,Strategies of containment : a critical appraisal of postwar American national security policy / John Lewis Gaddis,Strategies of containment : a critical apprai…,GRANDDEPOS,"Gaddis, John Lewis",31275002690940,1,648203,BOOKSTACKS,4WK/SEMSTR,-,1982,1/24/2005,167,,E744 .G24,E744.G24,Strategies of containment : a critical appraisal of postwar American national security policy / John Lewis Gaddis,LEAVEY,31275001659953,,1,648203,BOOKSTACKS,4WK/SEMSTR,-,1982,9/25/1996,3/19/2012,84
JK154 1966,JK1541966,"The Federalist papers [by] James Madison, Alexander Hamilton [and] John Jay.  With an introd. written especially for this heirloom ed. by Willmoore Kendall and George W. Carey","The Federalist papers [by] James Madison, Ale…",GRANDDEPOS,The Federalist,31275006213848,1,494019,BOOKSTACKS,4WK/SEMSTR,-,1966,10/17/2005,74,,JK154 1966,JK1541966,"The Federalist papers [by] James Madison, Alexander Hamilton [and] John Jay.  With an introd. written especially for this heirloom ed. by Willmoore Kendall and George W. Carey",LEAVEY,31275001308395,,1,494019,BOOKSTACKS,4WK/SEMSTR,-,1966,9/24/1996,7/28/2008,84
HV4915 .F67 1986,HV4915.F671986,The case for animal experimentation : an evolutionary and ethical perspective / Michael Allen Fox,The case for animal experimentation : an evol…,SCIENCE,"Fox, Michael Allen",31275017838153,1,610281,BOOKSTACKS,4WK/SEMSTR,-,1986,11/16/2005,45,,HV4915 .F67 1986,HV4915.F671986,The case for animal experimentation : an evolutionary and ethical perspective / Michael Allen Fox,LEAVEY,31275018058876,,1,610281,BOOKSTACKS,4WK/SEMSTR,-,1986,9/25/1996,1/31/2013,84
PR2976 .G737 1988,PR2976.G7371988,Shakespearean negotiations : the circulation of social energy in Renaissance England / Stephen Greenblatt,Shakespearean negotiations : the circulation …,DOHENY,"Greenblatt, Stephen, 1943-",31275037944148,1,663289,BOOKSTACKS,4WK/SEMSTR,-,1988,11/26/2012,21,,PR2976 .G737 1988,PR2976.G7371988,Shakespearean negotiations : the circulation of social energy in Renaissance England / Stephen Greenblatt,LEAVEY,31275020864675,,1,663289,BOOKSTACKS,4WK/SEMSTR,-,1988,9/25/1996,11/28/2011,84
PR6019.O9 U4 1986,PR6019.O9U41986,Ulysses : the corrected text / edited by Hans Walter Gabler with Wolfhard Steppe and Claus Melchior,Ulysses : the corrected text / edited by Hans…,DOHENY,"Joyce, James, 1882-1941",31275046337052,2,655778,BOOKSTACKS,4WK/SEMSTR,1st American ed.,1986,12/14/2014,58,,PR6019.O9 U4 1986,PR6019.O9U41986,Ulysses : the corrected text / edited by Hans Walter Gabler with Wolfhard Steppe and Claus Melchior,LEAVEY,31275020591062,,2,655778,BOOKSTACKS,4WK/SEMSTR,1st American ed.,1986,9/25/1996,9/9/2009,84
HD6072.2.U52L674 2001,HD6072.2.U52L6742001,Doméstica : immigrant workers cleaning and caring in the shadows of affluence / Pierrette Hondagneu-Sotelo,Doméstica : immigrant workers cleaning and ca…,DOHENY,"Hondagneu-Sotelo, Pierrette",31275035637736,1,1857266,BOOKSTACKS,4WK/SEMSTR,-,2001,1/15/2015,86,,HD6072.2.U52L674 2001,HD6072.2.U52L6742001,Doméstica : immigrant workers cleaning and caring in the shadows of affluence / Pierrette Hondagneu-Sotelo,LEAVEY,31275029199867,,1,1857266,BOOKSTACKS,4WK/SEMSTR,-,2001,5/30/2001,11/18/2013,84
PS3554.O3 R3,PS3554.O3R3,Ragtime / by E. L. Doctorow,Ragtime / by E. L. Doctorow…,DOHENY,"Doctorow, E. L., 1931-",31275016048820,1,632324,BOOKSTACKS,4WK/SEMSTR,1st ed.,1975,6/27/1997,29,,PS3554.O3 R3,PS3554.O3R3,Ragtime / by E. L. Doctorow,LEAVEY,31275002570977,,1,632324,BOOKSTACKS,4WK/SEMSTR,1st ed.,1975,9/25/1996,4/15/2013,83
HD2791 .S28 1980,HD2791.S281980,Industrial market structure and economic performance / F.M. Scherer,Industrial market structure and economic perf…,GRANDDEPOS,"Scherer, F. M. (Frederic M.)",31275017533382,1,610624,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1980,2/24/2006,34,,HD2791 .S28 1980,HD2791.S281980,Industrial market structure and economic performance / F.M. Scherer,LEAVEY,31275015791263,,1,610624,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1980,9/25/1996,7/1/2011,83
DG83.1 .N513 1980b,DG83.1.N5131980b,The world of the citizen in republican Rome / C. Nicolet ; translated by P.S. Falla,The world of the citizen in republican Rome /…,DOHENY,"Nicolet, Claude, 1930-",31275040119886,1,647242,BOOKSTACKS,4WK/SEMSTR,-,1980,2/18/2015,26,,DG83.1 .N513 1980b,DG83.1.N5131980b,The world of the citizen in republican Rome / C. Nicolet ; translated by P.S. Falla,LEAVEY,31275002751684,,1,647242,BOOKSTACKS,4WK/SEMSTR,-,1980,9/25/1996,12/16/2013,83
HF5827 .G57 1979,HF5827.G571979,Gender advertisements / Erving Goffman,Gender advertisements / Erving Goffman…,GRANDDEPOS,"Goffman, Erving",31275017064958,1,613850,BOOKSTACKS,4WK/SEMSTR,1st Harper colophon ed.,1979,6/12/2006,58,,HF5827 .G57 1979,HF5827.G571979,Gender advertisements / Erving Goffman,LEAVEY,31275017621575,,1,613850,BOOKSTACKS,4WK/SEMSTR,1st Harper colophon ed.,1979,9/25/1996,4/28/2010,82
PN45 .M31713,PN45.M31713,A theory of literary production / Pierre Macherey ; translated from the French by Geoffrey Wall,A theory of literary production / Pierre Mach…,DOHENY,"Macherey, Pierre",31275002382613,1,642945,BOOKSTACKS,4WK/SEMSTR,-,1978,10/23/2011,68,,PN45 .M31713,PN45.M31713,A theory of literary production / Pierre Macherey ; translated from the French by Geoffrey Wall,LEAVEY,31275005958070,,1,642945,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,4/6/2012,82
